ges,price,surface,link,city,hasPictures,title,nbrRooms,ces,state,postalCode,isPro,m2price
d,695000,280,//www.leboncoin.fr/ventes_immobilieres/908648607.htm?ca=16_s,PinBalma,True,Villa 9 pièces 280 m²,9,d, Haute-Garonne ,31130,True,2482
,270000,53,//www.leboncoin.fr/ventes_immobilieres/907446527.htm?ca=16_s,Toulouse,True,Maison 3 pièces 53 m²,3,, Haute-Garonne ,31500,True,5094
d,318000,200,//www.leboncoin.fr/ventes_immobilieres/897786142.htm?ca=16_s,JuzetdeLuchon,True,Belle maison de village près de Luchon,8,d, Haute-Garonne ,31110,True,1590
d,430000,160,//www.leboncoin.fr/ventes_immobilieres/907446829.htm?ca=16_s,Toulouse,True,Maison 7 pièces 160 m²,7,d, Haute-Garonne ,31500,True,2687
d,240000,75,//www.leboncoin.fr/ventes_immobilieres/907446264.htm?ca=16_s,Toulouse,True,Maison 4 pièces 75 m²,4,d, Haute-Garonne ,31200,True,3200
d,298000,110,//www.leboncoin.fr/ventes_immobilieres/931940983.htm?ca=16_s,Launac,True,Maison de plain pied sur 2800 m² de jardin,5,d, Haute-Garonne ,31330,True,2709
d,326000,130,//www.leboncoin.fr/ventes_immobilieres/932176296.htm?ca=16_s,Launaguet,True,Maison 5 pièces 130 m²,5,d, Haute-Garonne ,31140,True,2507
d,277000,140,//www.leboncoin.fr/ventes_immobilieres/908799176.htm?ca=16_s,Auribail,True,Maison T4 de 140 m² à Auribail (31190),5,d, Haute-Garonne ,31190,True,1978
d,293000,90,//www.leboncoin.fr/ventes_immobilieres/932177029.htm?ca=16_s,SaintOrensdeGameville,True,Maison 4 pièces 90 m²,4,d, Haute-Garonne ,31650,True,3255
d,180000,82,//www.leboncoin.fr/ventes_immobilieres/913949802.htm?ca=16_s,Aucamville,True,Villa t4 aucamville,4,d, Haute-Garonne ,31140,True,2195
d,340000,150,//www.leboncoin.fr/ventes_immobilieres/931933912.htm?ca=16_s,CastanetTolosan,True,Maison T7,7,d, Haute-Garonne ,31320,True,2266
d,220000,0,//www.leboncoin.fr/ventes_immobilieres/913955554.htm?ca=16_s,Toulouse,True,Villa t5 st martin du touch,5,d, Haute-Garonne ,31300,True,0
,236200,82,//www.leboncoin.fr/ventes_immobilieres/862479097.htm?ca=16_s,Aussonne,True,Villa 82 m² Aussonne,0,, Haute-Garonne ,31840,True,2880
d,395000,95,//www.leboncoin.fr/ventes_immobilieres/917065044.htm?ca=16_s,Toulouse,True,Maison quartier Roseraie,5,d, Haute-Garonne ,31500,True,4157
d,368000,150,//www.leboncoin.fr/ventes_immobilieres/932177498.htm?ca=16_s,Escalquens,True,Maison 6 pièces 150 m²,6,d, Haute-Garonne ,31750,True,2453
d,399000,172,//www.leboncoin.fr/ventes_immobilieres/926027247.htm?ca=16_s,Auterive,True,Maison 5 pièces 172 m²,5,d, Haute-Garonne ,31190,True,2319
d,325000,197,//www.leboncoin.fr/ventes_immobilieres/852171629.htm?ca=16_s,Rieumes,True,Maison archi,6,d, Haute-Garonne ,31370,True,1649
,160000,90,//www.leboncoin.fr/ventes_immobilieres/931916581.htm?ca=16_s,Cazères,True,Maison cazeres,0,, Haute-Garonne ,31220,True,1777
d,230000,90,//www.leboncoin.fr/ventes_immobilieres/931915927.htm?ca=16_s,Baziège,True,12 min Echang. Montgisc. - MAISON T4 90 m2 + 80 m2,4,d, Haute-Garonne ,31450,True,2555
d,249000,105,//www.leboncoin.fr/ventes_immobilieres/856069727.htm?ca=16_s,Colomiers,True,Pavillon plain-pied T3/4 avec garage sur 450m²,4,d, Haute-Garonne ,31770,True,2371
d,299000,130,//www.leboncoin.fr/ventes_immobilieres/903434098.htm?ca=16_s,Carbonne,True,Maison centre de Carbonne,0,d, Haute-Garonne ,31390,True,2300
d,521000,111,//www.leboncoin.fr/ventes_immobilieres/932178253.htm?ca=16_s,Toulouse,True,Maison 5 pièces 111 m²,5,d, Haute-Garonne ,31200,True,4693
d,201000,190,//www.leboncoin.fr/ventes_immobilieres/932024105.htm?ca=16_s,LIsleenDodon,True,Maison 5 pièces 190 m²,5,d, Haute-Garonne ,31230,True,1057
,450000,230,//www.leboncoin.fr/ventes_immobilieres/862452993.htm?ca=16_s,Fenouillet,True,Maison 7 pièces 230 m²,7,, Haute-Garonne ,31150,True,1956
d,155875,125,//www.leboncoin.fr/ventes_immobilieres/862511225.htm?ca=16_s,Montréjeau,True,Maison de ville 4 pièces 125 m²,4,d, Haute-Garonne ,31210,True,1247
d,510000,198,//www.leboncoin.fr/ventes_immobilieres/932175231.htm?ca=16_s,LUnion,True,Maison 7 pièces 198 m²,7,d, Haute-Garonne ,31240,True,2575
d,777000,435,//www.leboncoin.fr/ventes_immobilieres/912022201.htm?ca=16_s,Muret,True,Maison de 360m² avec dépend. et piscine + T2 75m²,11,d, Haute-Garonne ,31600,True,1786
d,495000,170,//www.leboncoin.fr/ventes_immobilieres/917179884.htm?ca=16_s,Toulouse,True,Maison 5 pièces 170 m²,5,d, Haute-Garonne ,31500,True,2911
d,255000,115,//www.leboncoin.fr/ventes_immobilieres/908762094.htm?ca=16_s,VilleneuveTolosane,True,Maison 5 pièces 120m2 villeneuve tolosane,5,d, Haute-Garonne ,31270,True,2217
d,230000,90,//www.leboncoin.fr/ventes_immobilieres/912019902.htm?ca=16_s,Fenouillet,True,Maison a fenouillet,4,d, Haute-Garonne ,31150,True,2555
d,455000,110,//www.leboncoin.fr/ventes_immobilieres/931890143.htm?ca=16_s,Balma,True,Maison architecte t4 piscine garage sur 1667m²,5,d, Haute-Garonne ,31130,True,4136
,525000,135,//www.leboncoin.fr/ventes_immobilieres/878074631.htm?ca=16_s,Toulouse,True,Maison de ville 5 pièces 135 m²,5,, Haute-Garonne ,31500,True,3888
,359000,135,//www.leboncoin.fr/ventes_immobilieres/932063111.htm?ca=16_s,SaintOrensdeGameville,True,Villa 5 pièces 135 m²,5,, Haute-Garonne ,31650,True,2659
d,545000,210,//www.leboncoin.fr/ventes_immobilieres/878075322.htm?ca=16_s,Toulouse,True,Maison 7 pièces 210 m²,7,d, Haute-Garonne ,31500,True,2595
,435000,137,//www.leboncoin.fr/ventes_immobilieres/848925655.htm?ca=16_s,Labège,True,Labège Coteaux - Maison T5 sur terrain 1400m²,5,, Haute-Garonne ,31670,True,3175
d,460000,145,//www.leboncoin.fr/ventes_immobilieres/908962600.htm?ca=16_s,Toulouse,True,Maison 5 pièces 145 m²,5,d, Haute-Garonne ,31500,True,3172
d,441000,207,//www.leboncoin.fr/ventes_immobilieres/914267914.htm?ca=16_s,Montrabé,True,Maison 5 pièces 207 m²,5,d, Haute-Garonne ,31850,True,2130
d,448000,170,//www.leboncoin.fr/ventes_immobilieres/932176515.htm?ca=16_s,CastanetTolosan,True,Maison 6 pièces 170 m²,6,d, Haute-Garonne ,31320,True,2635
d,492000,285,//www.leboncoin.fr/ventes_immobilieres/932177860.htm?ca=16_s,Escalquens,True,Maison 8 pièces 285 m²,8,d, Haute-Garonne ,31750,True,1726
d,215000,109,//www.leboncoin.fr/ventes_immobilieres/925124679.htm?ca=16_s,Calmont,True,Belle maison 4 chambres 109m² de 2007 - 215 000 ,5,d, Haute-Garonne ,31560,True,1972
d,495000,470,//www.leboncoin.fr/ventes_immobilieres/929602541.htm?ca=16_s,Vacquiers,True,Maison 10 pièces 470 m²,10,d, Haute-Garonne ,31340,True,1053
,170000,150,//www.leboncoin.fr/ventes_immobilieres/915951844.htm?ca=16_s,Fronton,True,Maison 6 pièces 150 m²,6,, Haute-Garonne ,31620,True,1133
d,215000,70,//www.leboncoin.fr/ventes_immobilieres/931871831.htm?ca=16_s,Lespinasse,True,Maison T3 - 70 m²,3,d, Haute-Garonne ,31150,True,3071
d,395000,137,//www.leboncoin.fr/ventes_immobilieres/932175169.htm?ca=16_s,CastanetTolosan,True,Maison 5 pièces 137 m²,5,d, Haute-Garonne ,31320,True,2883
d,282000,110,//www.leboncoin.fr/ventes_immobilieres/931911831.htm?ca=16_s,Toulouse,True,Maison 6 pièces 110 m²,6,d, Haute-Garonne ,31500,True,2563
d,76000,52,//www.leboncoin.fr/ventes_immobilieres/932334247.htm?ca=16_s,Auterive,True,Maison 3 pièces 52 m²,3,d, Haute-Garonne ,31190,True,1461
d,445000,130,//www.leboncoin.fr/ventes_immobilieres/903389643.htm?ca=16_s,Merville,True,Belle villa recente,5,d, Haute-Garonne ,31330,True,3423
d,254800,192,//www.leboncoin.fr/ventes_immobilieres/898416796.htm?ca=16_s,MontesquieuVolvestre,True,Maison 8 pièces 192 m²,8,d, Haute-Garonne ,31310,True,1327
,134000,60,//www.leboncoin.fr/ventes_immobilieres/931912501.htm?ca=16_s,Eaunes,True,Maison 3 pièces 60 m²,3,d, Haute-Garonne ,31600,True,2233
d,330000,135,//www.leboncoin.fr/ventes_immobilieres/802186690.htm?ca=16_s,Castelginest,True,Villa 4 pièces 135 m²,4,d, Haute-Garonne ,31780,True,2444
,569000,210,//www.leboncoin.fr/ventes_immobilieres/822830098.htm?ca=16_s,Préserville,True,Maison 6 pièces 210 m²,6,d, Haute-Garonne ,31570,True,2709
d,413000,187,//www.leboncoin.fr/ventes_immobilieres/932175774.htm?ca=16_s,Montgiscard,True,Maison 5 pièces 187 m²,5,d, Haute-Garonne ,31450,True,2208
,420000,200,//www.leboncoin.fr/ventes_immobilieres/931877173.htm?ca=16_s,Verfeil,True,Maison 8 pièces 200 m²,8,, Haute-Garonne ,31590,True,2100
d,190000,102,//www.leboncoin.fr/ventes_immobilieres/925106434.htm?ca=16_s,,True,Maison de ville avec dépendance,4,d,,31600,True,1862
d,249000,94,//www.leboncoin.fr/ventes_immobilieres/885921978.htm?ca=16_s,Muret,True,Maison 4 pièces 94 m²,4,d, Haute-Garonne ,31600,True,2648
d,385000,200,//www.leboncoin.fr/ventes_immobilieres/919984221.htm?ca=16_s,PlaisanceduTouch,True,Maison Toulouse ouest-Plaisance -La Salvetat,7,d, Haute-Garonne ,31830,True,1925
,392000,150,//www.leboncoin.fr/ventes_immobilieres/931874702.htm?ca=16_s,Colomiers,True,Maison 5 pièces 150 m²,5,, Haute-Garonne ,31770,True,2613
d,530000,246,//www.leboncoin.fr/ventes_immobilieres/886031799.htm?ca=16_s,Léguevin,True,Villa 8 pièces 246 m²,8,d, Haute-Garonne ,31490,True,2154
d,539000,217,//www.leboncoin.fr/ventes_immobilieres/802116217.htm?ca=16_s,VillefranchedeLauragais,True,Maison de ville 7 pièces 217 m²,7,d, Haute-Garonne ,31290,True,2483
d,355000,143,//www.leboncoin.fr/ventes_immobilieres/932175874.htm?ca=16_s,Montgiscard,True,Maison 5 pièces 143 m²,5,d, Haute-Garonne ,31450,True,2482
d,215000,160,//www.leboncoin.fr/ventes_immobilieres/902826188.htm?ca=16_s,Launac,True,Maison 5 pièces - 160m² - Baisse de prix,5,d, Haute-Garonne ,31330,True,1343
d,467550,260,//www.leboncoin.fr/ventes_immobilieres/841189269.htm?ca=16_s,MontesquieuVolvestre,True,Maison 6 pièces 260 m²,6,d, Haute-Garonne ,31310,True,1798
d,345000,115,//www.leboncoin.fr/ventes_immobilieres/932178070.htm?ca=16_s,Montgiscard,True,Maison 4 pièces 115 m²,4,d, Haute-Garonne ,31450,True,3000
d,135000,165,//www.leboncoin.fr/ventes_immobilieres/931842538.htm?ca=16_s,SaintMamet,True,Maison de village,11,d, Haute-Garonne ,31110,True,818
d,285000,130,//www.leboncoin.fr/ventes_immobilieres/931985091.htm?ca=16_s,,True,Maison 4 pièces 130 m²,4,d,,31280,True,2192
d,399000,192,//www.leboncoin.fr/ventes_immobilieres/876825678.htm?ca=16_s,PortetsurGaronne,True,Maison 6 pièces 192 m²,6,d, Haute-Garonne ,31120,True,2078
d,650000,490,//www.leboncoin.fr/ventes_immobilieres/932322643.htm?ca=16_s,Toulouse,True,Longère 17 pièces 490 m²,17,d, Haute-Garonne ,31000,True,1326
d,385000,150,//www.leboncoin.fr/ventes_immobilieres/931953860.htm?ca=16_s,Cazères,True,Ferme 5 pièces 150 m²,5,d, Haute-Garonne ,31220,True,2566
d,143000,90,//www.leboncoin.fr/ventes_immobilieres/931952797.htm?ca=16_s,Boussens,True,Maison 3 pièces 90 m²,3,d, Haute-Garonne ,31360,True,1588
d,319000,109,//www.leboncoin.fr/ventes_immobilieres/886354942.htm?ca=16_s,Aucamville,True,Maison 4 pièces 109 m²,4,d, Haute-Garonne ,31140,True,2926
d,268000,115,//www.leboncoin.fr/ventes_immobilieres/906879461.htm?ca=16_s,Muret,True,Maison 6 pièces 115 m²,6,d, Haute-Garonne ,31600,True,2330
d,380000,230,//www.leboncoin.fr/ventes_immobilieres/928611736.htm?ca=16_s,Muret,True,Maison 7 pièces 230 m²,7,d, Haute-Garonne ,31600,True,1652
d,239000,100,//www.leboncoin.fr/ventes_immobilieres/926170046.htm?ca=16_s,BonrepossurAussonnelle,True,Maison 5 pièces 100 m²,5,d, Haute-Garonne ,31470,True,2390
d,208000,78,//www.leboncoin.fr/ventes_immobilieres/931807172.htm?ca=16_s,Cugnaux,True,Maison 4 pièces 78m²,4,d, Haute-Garonne ,31270,True,2666
d,250000,120,//www.leboncoin.fr/ventes_immobilieres/931800291.htm?ca=16_s,Toulouse,True,Maison T5,5,d, Haute-Garonne ,31100,True,2083
d,375000,165,//www.leboncoin.fr/ventes_immobilieres/928437965.htm?ca=16_s,Pinsaguel,True,Maison 6 pièces,6,d, Haute-Garonne ,31120,True,2272
d,282000,130,//www.leboncoin.fr/ventes_immobilieres/907667413.htm?ca=16_s,Lherm,True,Maison 5 pièces 130 m²,5,d, Haute-Garonne ,31600,True,2169
d,119000,67,//www.leboncoin.fr/ventes_immobilieres/907669202.htm?ca=16_s,Cazères,True,Maison de village 3 pièces 67 m²,3,d, Haute-Garonne ,31220,True,1776
d,180000,102,//www.leboncoin.fr/ventes_immobilieres/916195361.htm?ca=16_s,GourdanPolignan,True,Maison plein pied,5,d, Haute-Garonne ,31210,True,1764
d,422500,160,//www.leboncoin.fr/ventes_immobilieres/862327307.htm?ca=16_s,SaintLys,True,Villa 5 pièces 160 m²,5,d, Haute-Garonne ,31470,True,2640
d,535000,185,//www.leboncoin.fr/ventes_immobilieres/926375058.htm?ca=16_s,Mondonville,True,Belle villa piscine 6 chambres Cornebarrieu,8,d, Haute-Garonne ,31700,True,2891
d,365000,300,//www.leboncoin.fr/ventes_immobilieres/931755921.htm?ca=16_s,SaintGaudens,True,Immobilière,6,d, Haute-Garonne ,31800,True,1216
,275000,202,//www.leboncoin.fr/ventes_immobilieres/931755003.htm?ca=16_s,Carbonne,False,Maison de 202 M carré habitable,9,d, Haute-Garonne ,31390,True,1361
,211000,87,//www.leboncoin.fr/ventes_immobilieres/931749510.htm?ca=16_s,Toulouse,True,Villa type T4 de 86m²,4,, Haute-Garonne ,31100,True,2425
,100000,140,//www.leboncoin.fr/ventes_immobilieres/931747026.htm?ca=16_s,LesTourreilles,True,ancienne ferme,5,, Haute-Garonne ,31210,True,714
d,239000,118,//www.leboncoin.fr/ventes_immobilieres/931730955.htm?ca=16_s,Carbonne,True,Maison CARBONNE,5,d, Haute-Garonne ,31390,True,2025
d,314000,154,//www.leboncoin.fr/ventes_immobilieres/885822091.htm?ca=16_s,Castelginest,True,Maison 8 pièces 154 m²,8,d, Haute-Garonne ,31780,True,2038
,100000,0,//www.leboncoin.fr/ventes_immobilieres/931726463.htm?ca=16_s,Cazères,True,Immeuble au centre ville de Cazeres,0,, Haute-Garonne ,31220,True,0
d,233000,97,//www.leboncoin.fr/ventes_immobilieres/931769179.htm?ca=16_s,VilleneuveTolosane,True,Maison 5 pièces 97 m²,5,d, Haute-Garonne ,31270,True,2402
d,269000,92,//www.leboncoin.fr/ventes_immobilieres/931711181.htm?ca=16_s,LacroixFalgarde,True,Maison de Plain-Pied sur les Coteaux,5,d, Haute-Garonne ,31120,True,2923
d,190000,130,//www.leboncoin.fr/ventes_immobilieres/931688532.htm?ca=16_s,Revel,True,Maison architecte 5 pièces,5,d, Haute-Garonne ,31250,True,1461
d,215000,95,//www.leboncoin.fr/ventes_immobilieres/862261654.htm?ca=16_s,Toulouse,True,Maison 4 pièces 95 m²,4,d, Haute-Garonne ,31100,True,2263
d,172000,66,//www.leboncoin.fr/ventes_immobilieres/931665296.htm?ca=16_s,Léguevin,True,Villa t3,3,d, Haute-Garonne ,31490,True,2606
d,330000,102,//www.leboncoin.fr/ventes_immobilieres/931658026.htm?ca=16_s,Tournefeuille,True,Villa T5,5,d, Haute-Garonne ,31170,True,3235
d,359000,130,//www.leboncoin.fr/ventes_immobilieres/908126184.htm?ca=16_s,Pibrac,True,Maison 6 pièces 130 m²,6,d, Haute-Garonne ,31820,True,2761
d,0,100,//www.leboncoin.fr/ventes_immobilieres/931639391.htm?ca=16_s,,True,Maison de ville neuve,4,d,,31350,True,0
d,1060000,253,//www.leboncoin.fr/ventes_immobilieres/863998724.htm?ca=16_s,Toulouse,True,Maison 11 pièces 253 m²,11,d, Haute-Garonne ,31000,True,4189
d,445000,155,//www.leboncoin.fr/ventes_immobilieres/931616153.htm?ca=16_s,PlaisanceduTouch,True,Plaisance du Touch maison T5 / 155 M²,6,d, Haute-Garonne ,31830,True,2870
d,180900,80,//www.leboncoin.fr/ventes_immobilieres/913788015.htm?ca=16_s,LabarthesurLèze,True,"Maison achevée:pleine propriété, cloturée, garage",4,d, Haute-Garonne ,31860,True,2261
d,210000,400,//www.leboncoin.fr/ventes_immobilieres/914414440.htm?ca=16_s,Cazères,True,Maison + dépendances + jardin,0,d, Haute-Garonne ,31220,True,525
,335000,135,//www.leboncoin.fr/ventes_immobilieres/931600086.htm?ca=16_s,LUnion,False,Maison 135m2 l'Union,6,, Haute-Garonne ,31240,True,2481
d,330000,150,//www.leboncoin.fr/ventes_immobilieres/921981706.htm?ca=16_s,Tournefeuille,True,Villa 5 pièces 150 m²,5,d, Haute-Garonne ,31170,True,2200
d,485000,228,//www.leboncoin.fr/ventes_immobilieres/887142554.htm?ca=16_s,Grépiac,True,Maison 7 pièces 228 m²,7,d, Haute-Garonne ,31190,True,2127
d,248000,117,//www.leboncoin.fr/ventes_immobilieres/920504704.htm?ca=16_s,Muret,True,MURET Villa T4 de 2009,4,d, Haute-Garonne ,31600,True,2119
d,230000,137,//www.leboncoin.fr/ventes_immobilieres/931795194.htm?ca=16_s,Bérat,True,Villa 5 pièces 137 m²,5,d, Haute-Garonne ,31370,True,1678
d,199000,93,//www.leboncoin.fr/ventes_immobilieres/912170384.htm?ca=16_s,Toulouse,True,"Borderouge maison t4 93M², jardin et garage",4,d, Haute-Garonne ,31200,True,2139
d,597000,150,//www.leboncoin.fr/ventes_immobilieres/822771793.htm?ca=16_s,Toulouse,True,Maison 6 pièces 150 m²,6,d, Haute-Garonne ,31400,True,3980
d,276000,85,//www.leboncoin.fr/ventes_immobilieres/931548685.htm?ca=16_s,QuintFonsegrives,True,Maison T4 à Quint-Fonsegrives,4,d, Haute-Garonne ,31130,True,3247
d,462000,325,//www.leboncoin.fr/ventes_immobilieres/861916819.htm?ca=16_s,Auterive,True,Maison 9 pièces 325 m²,9,d, Haute-Garonne ,31190,True,1421
d,357000,150,//www.leboncoin.fr/ventes_immobilieres/861920315.htm?ca=16_s,Seysses,True,Maison 5 pièces 150 m²,5,d, Haute-Garonne ,31600,True,2380
,600000,491,//www.leboncoin.fr/ventes_immobilieres/931546815.htm?ca=16_s,Bragayrac,True,Maison avec corps de ferme d'une surface 491 m²,20,d, Haute-Garonne ,31470,True,1221
d,550000,165,//www.leboncoin.fr/ventes_immobilieres/931545085.htm?ca=16_s,Toulouse,True,Belle villa intergeneration,6,d, Haute-Garonne ,31100,True,3333
d,350000,165,//www.leboncoin.fr/ventes_immobilieres/931541891.htm?ca=16_s,Toulouse,True,"Maison 6 pieces, 165m2",6,d, Haute-Garonne ,31000,True,2121
,280000,100,//www.leboncoin.fr/ventes_immobilieres/931538109.htm?ca=16_s,PortetsurGaronne,True,Maison T5,8,d, Haute-Garonne ,31120,True,2800
d,384000,120,//www.leboncoin.fr/ventes_immobilieres/931537035.htm?ca=16_s,LUnion,True,Maison à l' Union,5,d, Haute-Garonne ,31240,True,3200
,245000,189,//www.leboncoin.fr/ventes_immobilieres/907913438.htm?ca=16_s,Bessières,True,Maison 5 pièces 189 m²,5,, Haute-Garonne ,31660,True,1296
d,175000,107,//www.leboncoin.fr/ventes_immobilieres/931521798.htm?ca=16_s,Rieumes,True,Maison T5,6,d, Haute-Garonne ,31370,True,1635
d,219500,86,//www.leboncoin.fr/ventes_immobilieres/931518096.htm?ca=16_s,Toulouse,True,Villa T4 mitoyenne - Toulouse nord,4,d, Haute-Garonne ,31200,True,2552
,323000,92,//www.leboncoin.fr/ventes_immobilieres/763037272.htm?ca=16_s,Balma,True,Villa 4 pièces 92 m²,4,d, Haute-Garonne ,31130,True,3510
d,255000,94,//www.leboncoin.fr/ventes_immobilieres/931514956.htm?ca=16_s,Fonsorbes,True,Villa fonsorbes bbc,4,d, Haute-Garonne ,31470,True,2712
d,259000,126,//www.leboncoin.fr/ventes_immobilieres/931507074.htm?ca=16_s,Bessières,True,Maison à BESSIERES,6,d, Haute-Garonne ,31660,True,2055
d,187000,80,//www.leboncoin.fr/ventes_immobilieres/931504552.htm?ca=16_s,Eaunes,True,Maison t3 eaunes,3,d, Haute-Garonne ,31600,True,2337
d,235000,178,//www.leboncoin.fr/ventes_immobilieres/885547845.htm?ca=16_s,Auterive,True,Maison 1 pièce 178 m²,1,d, Haute-Garonne ,31190,True,1320
d,252000,85,//www.leboncoin.fr/ventes_immobilieres/916957445.htm?ca=16_s,Cugnaux,True,Villa 4 pièces 85 m²,4,d, Haute-Garonne ,31270,True,2964
d,380000,265,//www.leboncoin.fr/ventes_immobilieres/931491575.htm?ca=16_s,VillemursurTarn,True,Ferme entièrement rénovée 265 m2 6/7 pieces,7,d, Haute-Garonne ,31340,True,1433
d,790000,216,//www.leboncoin.fr/ventes_immobilieres/916402646.htm?ca=16_s,Tournefeuille,True,Villa 6 pièces 216 m²,6,d, Haute-Garonne ,31170,True,3657
d,367500,151,//www.leboncoin.fr/ventes_immobilieres/930323352.htm?ca=16_s,Fonsorbes,True,Villa 7 pièces 151 m²,7,d, Haute-Garonne ,31470,True,2433
d,520000,130,//www.leboncoin.fr/ventes_immobilieres/885822027.htm?ca=16_s,QuintFonsegrives,True,Villa 3 pièces 130 m²,3,d, Haute-Garonne ,31130,True,4000
d,682000,700,//www.leboncoin.fr/ventes_immobilieres/885584641.htm?ca=16_s,SaintGaudens,True,Maison 700 m² Saint Gaudens,0,d, Haute-Garonne ,31800,True,974
,352000,220,//www.leboncoin.fr/ventes_immobilieres/931795254.htm?ca=16_s,Carbonne,True,Ferme 8 pièces 220 m²,8,d, Haute-Garonne ,31390,True,1600
d,250000,103,//www.leboncoin.fr/ventes_immobilieres/903234417.htm?ca=16_s,Seysses,True,Agreable maison 4 pieces + bureau,4,d, Haute-Garonne ,31600,True,2427
d,211000,105,//www.leboncoin.fr/ventes_immobilieres/885547814.htm?ca=16_s,Auterive,True,Maison 5 pièces 105 m²,5,d, Haute-Garonne ,31190,True,2009
d,260000,130,//www.leboncoin.fr/ventes_immobilieres/822275679.htm?ca=16_s,SaintPaulsurSave,True,Maison 5 pièces 130 m²,5,d, Haute-Garonne ,31530,True,2000
d,245000,112,//www.leboncoin.fr/ventes_immobilieres/931464779.htm?ca=16_s,Muret,True,Maison t5 muret 245000,5,d, Haute-Garonne ,31600,True,2187
d,267500,110,//www.leboncoin.fr/ventes_immobilieres/862261703.htm?ca=16_s,Eaunes,True,Maison 5 pièces 110 m²,5,d, Haute-Garonne ,31600,True,2431
d,335000,196,//www.leboncoin.fr/ventes_immobilieres/931818022.htm?ca=16_s,PradèrelesBourguets,True,Maison 5 pièces 196 m²,5,d, Haute-Garonne ,31530,True,1709
d,277000,102,//www.leboncoin.fr/ventes_immobilieres/862318578.htm?ca=16_s,Revel,True,Maison 4 pièces 102 m²,4,d, Haute-Garonne ,31250,True,2715
d,343000,153,//www.leboncoin.fr/ventes_immobilieres/931795292.htm?ca=16_s,PortetsurGaronne,True,Maison 6 pièces 153 m²,6,d, Haute-Garonne ,31120,True,2241
d,240000,138,//www.leboncoin.fr/ventes_immobilieres/921631435.htm?ca=16_s,MontesquieuVolvestre,True,Villa montesquieu volvestre ou echange,6,d, Haute-Garonne ,31310,True,1739
d,248000,91,//www.leboncoin.fr/ventes_immobilieres/931810371.htm?ca=16_s,CastelnaudEstrétefonds,False,Maison 4 pièces 91 m²,4,d, Haute-Garonne ,31620,True,2725
d,234600,108,//www.leboncoin.fr/ventes_immobilieres/862049231.htm?ca=16_s,Vernet,True,Villa 4 pièces 108 m²,4,d, Haute-Garonne ,31810,True,2172
,240000,103,//www.leboncoin.fr/ventes_immobilieres/854437857.htm?ca=16_s,Carbonne,True,Maison 5 pièces 103 m²,5,d, Haute-Garonne ,31390,True,2330
,104000,0,//www.leboncoin.fr/ventes_immobilieres/907915810.htm?ca=16_s,,True,Maison Bessieres,0,,,31340,True,0
d,400000,132,//www.leboncoin.fr/ventes_immobilieres/862327515.htm?ca=16_s,Cugnaux,True,Villa 6 pièces 132 m²,6,d, Haute-Garonne ,31270,True,3030
d,550000,261,//www.leboncoin.fr/ventes_immobilieres/907913408.htm?ca=16_s,Grenade,True,Maison 9 pièces 261 m²,9,d, Haute-Garonne ,31330,True,2107
d,575000,350,//www.leboncoin.fr/ventes_immobilieres/885584749.htm?ca=16_s,Nailloux,True,Maison 7 pièces 350 m²,7,d, Haute-Garonne ,31560,True,1642
d,258700,95,//www.leboncoin.fr/ventes_immobilieres/862049170.htm?ca=16_s,Péchabou,True,Villa 4 pièces 95 m²,4,d, Haute-Garonne ,31320,True,2723
,300000,120,//www.leboncoin.fr/ventes_immobilieres/903352964.htm?ca=16_s,Artigue,True,Chalet dans les pyrenees,5,, Haute-Garonne ,31110,True,2500
,381000,120,//www.leboncoin.fr/ventes_immobilieres/907812336.htm?ca=16_s,RamonvilleSaintAgne,True,Maison 5 pièces 120 m²,5,d, Haute-Garonne ,31520,True,3175
d,362000,95,//www.leboncoin.fr/ventes_immobilieres/908126244.htm?ca=16_s,Toulouse,True,Maison 4 pièces 95 m²,4,d, Haute-Garonne ,31200,True,3810
d,0,140,//www.leboncoin.fr/ventes_immobilieres/931386290.htm?ca=16_s,Merville,True,Maison a Merville,5,d, Haute-Garonne ,31330,True,0
d,475000,160,//www.leboncoin.fr/ventes_immobilieres/822500157.htm?ca=16_s,Lévignac,True,Maison 7 pièces 160 m²,7,d, Haute-Garonne ,31530,True,2968
d,75000,80,//www.leboncoin.fr/ventes_immobilieres/764357018.htm?ca=16_s,Mondonville,True,Maison 3 pièces 80 m²,3,d, Haute-Garonne ,31700,True,937
,282000,165,//www.leboncoin.fr/ventes_immobilieres/827831037.htm?ca=16_s,Seysses,True,Maison 6 pièces 165 m²,6,d, Haute-Garonne ,31600,True,1709
d,250000,90,//www.leboncoin.fr/ventes_immobilieres/862078397.htm?ca=16_s,Léguevin,True,Villa 4 pièces 90 m²,4,d, Haute-Garonne ,31490,True,2777
d,565000,216,//www.leboncoin.fr/ventes_immobilieres/931370835.htm?ca=16_s,QuintFonsegrives,True,Maison T7 216 m² à Quint-Fonsegrives,7,d, Haute-Garonne ,31130,True,2615
d,189000,70,//www.leboncoin.fr/ventes_immobilieres/885547102.htm?ca=16_s,CastanetTolosan,True,Maison de ville 4 pièces 70 m²,4,d, Haute-Garonne ,31320,True,2700
d,160000,100,//www.leboncoin.fr/ventes_immobilieres/885491283.htm?ca=16_s,Nailloux,True,Maison 5 pièces 100 m²,5,d, Haute-Garonne ,31560,True,1600
